           1   1.49996597E-02  -9.32175841E-04   0.00000000    
           2   1.77479312E-02  -9.32170195E-04   0.00000000    
           3   1.99938640E-02  -9.32161638E-04   0.00000000    
           4   2.18292736E-02  -9.32151976E-04   0.00000000    
           5   2.33292039E-02  -9.32141440E-04   0.00000000    
           6   2.45549679E-02  -9.32130788E-04   0.00000000    
           7   2.55566798E-02  -9.32120485E-04   0.00000000    
           8   2.63752937E-02  -9.32110997E-04   0.00000000    
           9   2.70442814E-02  -9.32102499E-04   0.00000000    
          10   2.75909863E-02  -9.32094990E-04   0.00000000    
          11   2.80377585E-02  -9.32088355E-04   0.00000000    
          12   2.84028687E-02  -9.32082825E-04   0.00000000    
          13   2.87012421E-02  -9.32078052E-04   0.00000000    
          14   2.89450772E-02  -9.32074036E-04   0.00000000    
          15   2.91443449E-02  -9.32070776E-04   0.00000000    
          16   2.93071941E-02  -9.32068040E-04   0.00000000    
          17   2.94402707E-02  -9.32065770E-04   0.00000000    
          18   2.95490231E-02  -9.32063675E-04   0.00000000    
          19   2.96379011E-02  -9.32062161E-04   0.00000000    
          20   2.97105294E-02  -9.32060881E-04   0.00000000    
          21   2.97698807E-02  -9.32059658E-04   0.00000000    
          22   2.98183896E-02  -9.32058902E-04   0.00000000    
          23   2.98580304E-02  -9.32058145E-04   0.00000000    
          24   2.98904255E-02  -9.32057621E-04   0.00000000    
          25   2.99168974E-02  -9.32057097E-04   0.00000000    
          26   2.99385246E-02  -9.32056573E-04   0.00000000    
          27   2.99562085E-02  -9.32056399E-04   0.00000000    
          28   2.99706589E-02  -9.32056108E-04   0.00000000    
          29   2.99824644E-02  -9.32055817E-04   0.00000000    
          30   2.99921148E-02  -9.32055700E-04   0.00000000    
          31   2.99999993E-02  -9.32055525E-04   0.00000000    
          32   3.00078839E-02  -8.89343850E-04   8.53609599E-05
          33   3.00225299E-02  -8.59417371E-04   1.45151527E-04
          34   3.00434027E-02  -8.30697478E-04   2.02520285E-04
          35   3.00700068E-02  -8.03378527E-04   2.57070322E-04
          36   3.01018748E-02  -7.78054411E-04   3.07612208E-04
          37   3.01385801E-02  -7.55415298E-04   3.52768606E-04
          38   3.01797111E-02  -7.36025162E-04   3.91409558E-04
          39   3.02249026E-02  -7.20068347E-04   4.23156831E-04
          40   3.02738268E-02  -7.06967374E-04   4.49137733E-04
          41   3.03261802E-02  -6.94982416E-04   4.72794229E-04
          42   3.03816758E-02  -6.82748854E-04   4.96863329E-04
          43   3.04400939E-02  -6.70239155E-04   5.21407870E-04
          44   3.05012185E-02  -6.57507684E-04   5.46311087E-04
          45   3.05648856E-02  -6.44595420E-04   5.71486366E-04
          46   3.06309424E-02  -6.31534611E-04   5.96862985E-04
          47   3.06992978E-02  -6.18350459E-04   6.22384832E-04
          48   3.07698511E-02  -6.05061476E-04   6.48009067E-04
          49   3.08425818E-02  -5.91680000E-04   6.73704606E-04
          50   3.09174731E-02  -5.78213134E-04   6.99451019E-04
          51   3.09945457E-02  -5.64662856E-04   7.25237187E-04
          52   3.10739316E-02  -5.51012810E-04   7.51086278E-04
          53   3.11560296E-02  -5.37205371E-04   7.77097710E-04
          54   3.12409289E-02  -5.23239432E-04   8.03262810E-04
          55   3.13287303E-02  -5.09113830E-04   8.29572324E-04
          56   3.14195454E-02  -4.94827458E-04   8.56014842E-04
          57   3.15134823E-02  -4.80379676E-04   8.82578548E-04
          58   3.16106677E-02  -4.65770398E-04   9.09248716E-04
          59   3.17112282E-02  -4.50999651E-04   9.36008990E-04
          60   3.18152979E-02  -4.36068367E-04   9.62840219E-04
          61   3.19230407E-02  -4.20978235E-04   9.89720807E-04
          62   3.20345573E-02  -4.05737548E-04   1.01661554E-03
          63   3.21499258E-02  -3.90360830E-04   1.04347663E-03
          64   3.22693214E-02  -3.74850206E-04   1.07027718E-03
          65   3.23929526E-02  -3.59208614E-04   1.09698647E-03
          66   3.25210355E-02  -3.43439082E-04   1.12357084E-03
          67   3.26537862E-02  -3.27545888E-04   1.14999153E-03
          68   3.27914730E-02  -3.11534794E-04   1.17620442E-03
          69   3.29343379E-02  -2.95413309E-04   1.20215840E-03
